#section	x1	y1	z1	apl1	x2	y2	z2	apl2	x3	y3	z3	apl3
75	47.343981	47.343981	127.261627	70.045391	45.769351	45.769351	135.532058	65.463547	46.626052	46.626052	131.630306	67.937149
76	47.263484	47.263484	127.096072	69.807405	45.072945	45.072945	140.460854	63.486573	45.909369	45.909369	135.085523	65.864692
77	47.030905	47.030905	129.395938	69.122063	45.816433	45.816433	136.044762	65.598299	46.019203	46.019203	134.262593	66.180220
78	46.657976	46.657976	130.684628	68.030211	45.708448	45.708448	135.997997	65.289445	46.736365	46.736365	130.995545	68.258994
79	46.090193	46.090193	134.330425	66.384558	45.797344	45.797344	135.853154	65.543648	45.473057	45.473057	137.149946	64.618715
80	46.112811	46.112811	133.847709	66.449728	47.257730	47.257730	127.998170	69.790408	46.106027	46.106027	134.016802	66.430180
81	46.249318	46.249318	132.858342	66.843732	45.708627	45.708627	136.365168	65.289955	46.932431	46.932431	128.843191	68.832908
82	46.369905	46.369905	132.023320	67.192754	46.259372	46.259372	133.143536	66.872796	46.118837	46.118837	134.193589	66.467098
83	45.573163	45.573163	137.943203	64.903537	46.905921	46.905921	129.569166	68.755171	47.272230	47.272230	128.060779	69.833240
84	45.197359	45.197359	139.603436	63.837540	46.449363	46.449363	132.429114	67.423229	46.305243	46.305243	132.652836	67.005484
85	45.201828	45.201828	139.157116	63.850165	46.002938	46.002938	134.688652	66.133446	46.065575	46.065575	133.447630	66.313663
86	46.229839	46.229839	133.523854	66.787437	46.429719	46.429719	131.273339	67.366211	47.125715	47.125715	128.578928	69.401031
87	46.499907	46.499907	132.004876	67.570042	47.213914	47.213914	128.064963	69.661052	46.668079	46.668079	131.256530	68.059676
88	46.659603	46.659603	131.054688	68.034954	48.396840	48.396840	121.580086	73.195441	45.679341	45.679341	135.962598	65.206319
89	46.266231	46.266231	132.680756	66.892628	46.569683	46.569683	131.477718	67.772979	47.144958	47.144958	128.238191	69.457720
90	45.795007	45.795007	135.416487	65.536958	46.051034	46.051034	133.803795	66.271805	46.037472	46.037472	134.543635	66.232776
91	45.705790	45.705790	136.181386	65.281852	46.652059	46.652059	130.967829	68.012958	45.989712	45.989712	135.706842	66.095426
92	46.321795	46.321795	132.806593	67.053396	46.646449	46.646449	131.425522	67.996601	46.384664	46.384664	132.265306	67.235534
93	45.514343	45.514343	137.644005	64.736108	46.894648	46.894648	129.209949	68.722127	46.187837	46.187837	133.779843	66.666133
94	45.727532	45.727532	136.240844	65.343976	46.693672	46.693672	130.845761	68.134343	45.910962	45.910962	135.196737	65.869262
95	46.296064	46.296064	133.141119	66.978922	46.190907	46.190907	133.994140	66.674998	45.878051	45.878051	135.009075	65.774861
96	46.296266	46.296266	131.981401	66.979508	47.476081	47.476081	126.258506	70.436821	46.848526	46.848526	129.438118	68.587011
97	46.728725	46.728725	130.808955	68.236678	47.206830	47.206830	128.525595	69.640149	45.789424	45.789424	135.313456	65.520980
98	46.304652	46.304652	132.546246	67.003775	46.754578	46.754578	130.610621	68.312205	45.689763	45.689763	135.751085	65.236077
99	46.927046	46.927046	129.700833	68.817115	46.254512	46.254512	132.926593	66.858745	46.632442	46.632442	130.804942	67.955771
100	47.385828	47.385828	126.762747	70.169272	45.587274	45.587274	137.068077	64.943735	46.250419	46.250419	133.777643	66.846914
101	47.613955	47.613955	125.650672	70.846524	46.519875	46.519875	131.474947	67.628087	46.457619	46.457619	132.077350	67.447200
102	46.407436	46.407436	132.034693	67.301566	46.163898	46.163898	133.131340	66.597046	45.671742	45.671742	136.197591	65.184627
103	46.785926	46.785926	130.312307	68.403839	47.097059	47.097059	128.691219	69.316655	46.784758	46.784758	130.089192	68.400426
104	46.583440	46.583440	130.322664	67.813029	47.428042	47.428042	126.759369	70.294349	46.944198	46.944198	129.208413	68.867428
105	47.308213	47.308213	127.137918	69.939593	46.399032	46.399032	132.580210	67.277193	45.852491	45.852491	135.085061	65.701592
106	47.414833	47.414833	127.165298	70.255201	48.521238	48.521238	121.314713	73.572205	46.499268	46.499268	131.658962	67.568185
107	46.931471	46.931471	129.967123	68.830093	47.803077	47.803077	124.770506	71.410444	46.815287	46.815287	130.667616	68.489722
108	45.727213	45.727213	136.160728	65.343062	47.379188	47.379188	126.433797	70.149609	47.403954	47.403954	126.664094	70.222963
109	47.139229	47.139229	128.046760	69.440841	47.923821	47.923821	124.390867	71.771644	47.030679	47.030679	128.362983	69.121399
110	46.531187	46.531187	132.156447	67.660979	48.643369	48.643369	120.858239	73.943041	46.832493	46.832493	129.464726	68.540075
111	46.011809	46.011809	134.082202	66.158956	47.723267	47.723267	125.372078	71.172195	48.155116	48.155116	122.943680	72.466100
112	46.152439	46.152439	134.044746	66.563989	47.763819	47.763819	125.069044	71.293202	46.156292	46.156292	133.727804	66.575102
113	45.408891	45.408891	138.327986	64.436480	47.415532	47.415532	127.477845	70.257270	45.502635	45.502635	137.655999	64.702805
114	44.927789	44.927789	141.435890	63.078320	47.483662	47.483662	126.327547	70.459318	46.202465	46.202465	133.832622	66.708369
115	44.383843	44.383843	144.406662	61.560172	47.211261	47.211261	127.225012	69.653223	45.647523	45.647523	136.738671	65.115511
116	45.553285	45.553285	138.485396	64.846930	47.871282	47.871282	124.861971	71.614365	45.494928	45.494928	137.239575	64.680890
117	45.659411	45.659411	137.289652	65.149430	47.108053	47.108053	128.236558	69.349022	45.563477	45.563477	136.989017	64.875951
118	44.879649	44.879649	141.251622	62.943216	47.709903	47.709903	125.080089	71.132340	45.881799	45.881799	134.824845	65.785608
119	46.477026	46.477026	131.598011	67.503559	46.638067	46.638067	131.197709	67.972165	46.207452	46.207452	133.486790	66.722769
120	46.881627	46.881627	128.867719	68.683966	46.314806	46.314806	132.745060	67.033165	46.363121	46.363121	132.198786	67.173094
121	47.182878	47.182878	128.270255	69.569498	47.092190	47.092190	128.393290	69.302324	46.411795	46.411795	131.730158	67.314209
122	45.483647	45.483647	137.387269	64.648817	46.404318	46.404318	132.161857	67.292523	46.366075	46.366075	132.379196	67.181654
123	45.972769	45.972769	134.813408	66.046735	46.698962	46.698962	129.961547	68.149782	47.285195	47.285195	127.116654	69.871553
124	47.207616	47.207616	127.586784	69.642470	46.254598	46.254598	133.129975	66.858994	46.767814	46.767814	130.318727	68.350888
125	47.034230	47.034230	128.749056	69.131836	45.659636	45.659636	136.156398	65.150073	47.117607	47.117607	127.768887	69.377153
126	46.842056	46.842056	129.325739	68.568069	46.187418	46.187418	133.401313	66.664924	46.550068	46.550068	131.905996	67.715900
127	46.630414	46.630414	130.634363	67.949859	45.876600	45.876600	135.219591	65.770700	46.657874	46.657874	130.687550	68.029911
128	46.990209	46.990209	128.987149	69.002492	45.489584	45.489584	137.716001	64.665694	47.280785	47.280785	127.307564	69.858520
129	46.257503	46.257503	133.026181	66.867393	45.876872	45.876872	134.738969	65.771480	46.893832	46.893832	129.864118	68.719734
130	46.656807	46.656807	130.705075	68.026800	45.935237	45.935237	135.173328	65.938936	45.611866	45.611866	136.501161	65.013823
131	46.421714	46.421714	132.488772	67.342987	45.410080	45.410080	138.446404	64.439855	46.200305	46.200305	133.547351	66.702129
132	46.418830	46.418830	132.350823	67.334619	45.101326	45.101326	141.140380	63.566551	47.051347	47.051347	128.923835	69.182164
133	46.841360	46.841360	130.248104	68.566030	45.211713	45.211713	139.638871	63.878094	45.906026	45.906026	135.220576	65.855100
134	45.760616	45.760616	135.656623	65.438563	45.367888	45.367888	137.737180	64.320165	46.663156	46.663156	130.778446	68.045318
135	46.148228	46.148228	133.607135	66.551842	46.320912	46.320912	133.370947	67.050840	46.870235	46.870235	129.589221	68.650591
136	45.876684	45.876684	134.875447	65.770943	46.785775	46.785775	129.807241	68.403397	46.144805	46.144805	133.662265	66.541968
137	46.560166	46.560166	131.428402	67.745282	46.525157	46.525157	131.699311	67.643444	46.271975	46.271975	132.434671	66.909240
138	47.779601	47.779601	124.815802	71.340321	47.309316	47.309316	127.620798	69.942855	45.325064	45.325064	138.863134	64.198795
139	47.798902	47.798902	125.241882	71.397970	47.342428	47.342428	127.334124	70.040796	46.095010	46.095010	134.668418	66.398437
140	47.825086	47.825086	125.096897	71.476213	46.933733	46.933733	129.298596	68.836727	45.681266	45.681266	136.869563	65.211813
141	47.359875	47.359875	126.856106	70.092430	46.421539	46.421539	131.926343	67.342478	46.281539	46.281539	132.915187	66.936902
142	47.512798	47.512798	126.609551	70.545812	45.828802	45.828802	135.497187	65.633720	46.333525	46.333525	132.421908	67.087361
143	46.562011	46.562011	131.486645	67.750653	46.524834	46.524834	131.058753	67.642507	46.120544	46.120544	133.940848	66.472019
144	46.066189	46.066189	133.516797	66.315430	47.099740	47.099740	128.612130	69.324546	46.985140	46.985140	129.240503	68.987605
145	46.837616	46.837616	129.607804	68.555071	46.644807	46.644807	131.311451	67.991812	45.918839	45.918839	135.173707	65.891867
146	46.522719	46.522719	131.756799	67.636355	47.560878	47.560878	126.057804	70.688660	45.343359	45.343359	138.198873	64.250632
147	46.178480	46.178480	133.571181	66.639126	48.216629	48.216629	122.023360	72.651354	45.369138	45.369138	138.058988	64.323708
148	46.172731	46.172731	134.028355	66.622534	47.500141	47.500141	125.467318	70.508232	46.032946	46.032946	134.788899	66.219754
149	45.408221	45.408221	138.285770	64.434578	47.103949	47.103949	128.400527	69.336938	46.830721	46.830721	130.016534	68.534889
150	44.966233	44.966233	140.966490	63.186316	47.434344	47.434344	126.639004	70.313031	46.550790	46.550790	132.418109	67.718003
151	46.372880	46.372880	132.797115	67.201374	46.641531	46.641531	130.940977	67.982264	46.339298	46.339298	132.597209	67.104078
152	46.374524	46.374524	132.830674	67.206139	47.176587	47.176587	127.808998	69.550949	46.664749	46.664749	131.160076	68.049964
153	46.858120	46.858120	129.567077	68.615106	47.093074	47.093074	128.581854	69.304926	47.673045	47.673045	125.523355	71.022475
154	47.093490	47.093490	128.179241	69.306150	46.366424	46.366424	132.308696	67.182666	47.956380	47.956380	124.439359	71.869198
155	46.008977	46.008977	134.412162	66.150811	46.168765	46.168765	133.017543	66.611089	46.893232	46.893232	129.133989	68.717976
156	45.858903	45.858903	135.017159	65.719967	46.396191	46.396191	132.396549	67.268955	46.371023	46.371023	132.567677	67.195993
157	44.807595	44.807595	142.425555	62.741267	46.808920	46.808920	130.212738	68.471093	46.294680	46.294680	133.606734	66.974919
158	45.954336	45.954336	134.771795	65.993781	45.775351	45.775351	135.713473	65.480712	46.381784	46.381784	132.388589	67.227185
159	46.267825	46.267825	133.966714	66.897237	46.515685	46.515685	130.907528	67.615903	46.282146	46.282146	133.547824	66.938656
160	46.968166	46.968166	130.152179	68.937768	46.683380	46.683380	130.603589	68.104311	45.488728	45.488728	137.632672	64.663261
161	46.301014	46.301014	133.161332	66.993247	46.837248	46.837248	129.028415	68.553995	45.365740	45.365740	138.324871	64.314075
162	47.018879	47.018879	129.447204	69.086717	46.780651	46.780651	130.025709	68.388415	44.878534	44.878534	141.545266	62.940089
163	47.592424	47.592424	125.958683	70.782464	46.453190	46.453190	131.391033	67.434341	45.752315	45.752315	136.584731	65.414824
164	47.161404	47.161404	128.056052	69.506187	46.435078	46.435078	132.393395	67.381764	45.374510	45.374510	138.108406	64.338942
165	47.343471	47.343471	126.912532	70.043882	44.656768	44.656768	142.605892	62.319590	46.553543	46.553543	132.195080	67.726013
166	46.557144	46.557144	132.082136	67.736491	45.765613	45.765613	135.369573	65.452853	46.036935	46.036935	134.298353	66.231232
167	45.891753	45.891753	134.806354	65.814157	47.239652	47.239652	127.692244	69.737023	46.587125	46.587125	131.237548	67.823757
168	46.461538	46.461538	132.396169	67.458579	45.718257	45.718257	135.747093	65.317469	46.355564	46.355564	132.478726	67.151198
169	47.182137	47.182137	127.860436	69.567313	46.835893	46.835893	130.214623	68.550028	45.904472	45.904472	135.283507	65.850642
170	45.823457	45.823457	136.525724	65.618414	45.852159	45.852159	135.947258	65.700641	46.771978	46.771978	130.376877	68.363060
171	45.614564	45.614564	137.046689	65.021513	46.653532	46.653532	130.619954	68.017253	47.342963	47.342963	127.041247	70.042380
172	45.876084	45.876084	135.476988	65.769220	47.065815	47.065815	128.568119	69.224718	46.284809	46.284809	132.887068	66.946362
173	46.044839	46.044839	134.384562	66.253976	46.414150	46.414150	131.448506	67.321042	45.849169	45.849169	135.406142	65.692072
174	46.646150	46.646150	130.466722	67.995729	46.444110	46.444110	132.636514	67.407981	46.705143	46.705143	130.731055	68.167825
175	46.848668	46.848668	130.211796	68.587427	46.545838	46.545838	131.874873	67.703595	45.735576	45.735576	137.107363	65.366965
176	46.423158	46.423158	132.140876	67.347175	46.176760	46.176760	133.793819	66.634160	45.763299	45.763299	136.038523	65.446234
177	47.203728	47.203728	128.017829	69.630999	46.234413	46.234413	132.896872	66.800655	47.453834	47.453834	126.833526	70.370824
178	47.391756	47.391756	127.068160	70.186830	47.406890	47.406890	127.432790	70.231663	47.432662	47.432662	126.812024	70.308044
179	46.666081	46.666081	131.332606	68.053847	46.216670	46.216670	133.982653	66.749392	46.191491	46.191491	133.237606	66.676683
180	46.151169	46.151169	133.777134	66.560326	46.241786	46.241786	133.325864	66.821960	46.083296	46.083296	134.150910	66.364693
181	46.161995	46.161995	133.653232	66.591557	46.527533	46.527533	131.550616	67.650354	47.137727	47.137727	128.375256	69.436415
182	45.877809	45.877809	135.867315	65.774169	45.905801	45.905801	135.895375	65.854455	46.905898	46.905898	129.937507	68.755103
183	45.701797	45.701797	135.785247	65.270446	47.334608	47.334608	127.176193	70.017659	45.741710	45.741710	136.401458	65.384500
184	45.081443	45.081443	140.377320	63.510516	46.802905	46.802905	129.983125	68.453497	45.556982	45.556982	137.262670	64.857455
185	46.234233	46.234233	133.823945	66.800135	47.448032	47.448032	125.943567	70.353618	45.497044	45.497044	136.869753	64.686906
186	45.312692	45.312692	138.827637	64.163752	46.450418	46.450418	131.855028	67.426292	45.873665	45.873665	135.341201	65.762287
187	44.470313	44.470313	143.729175	61.800273	46.566182	46.566182	131.397655	67.762792	46.539390	46.539390	131.639514	67.684837
188	44.907413	44.907413	141.384817	63.021117	45.530769	45.530769	137.045791	64.782842	46.394324	46.394324	132.143855	67.263540
189	45.649468	45.649468	136.423702	65.121060	46.061531	46.061531	134.670371	66.302019	46.004269	46.004269	134.394084	66.137275
190	45.571205	45.571205	137.542165	64.897961	46.886530	46.886530	129.684337	68.698334	46.010213	46.010213	134.069413	66.154365
191	44.939457	44.939457	141.201889	63.111089	46.548206	46.548206	131.875609	67.710484	45.634016	45.634016	136.913099	65.076980
192	44.803836	44.803836	141.240126	62.730741	45.651980	45.651980	136.868857	65.128228	45.863296	45.863296	135.411496	65.732560
193	46.544188	46.544188	131.870462	67.698796	45.757364	45.757364	136.334360	65.429260	46.231385	46.231385	132.980607	66.791905
194	45.585409	45.585409	137.315214	64.938422	45.811424	45.811424	135.424317	65.583956	45.702833	45.702833	136.545180	65.273406
195	45.446496	45.446496	138.479861	64.543250	46.143951	46.143951	134.339656	66.539506	45.996456	45.996456	134.989392	66.114812
196	46.187683	46.187683	134.180683	66.665688	46.748312	46.748312	130.081851	68.293895	45.959223	45.959223	134.601138	66.007818
197	46.371480	46.371480	132.697017	67.197317	46.446529	46.446529	132.369988	67.415002	46.949857	46.949857	129.324017	68.884034
198	46.555418	46.555418	131.589819	67.731466	46.496415	46.496415	132.251340	67.559894	46.870461	46.870461	129.318122	68.651252
199	46.076246	46.076246	134.369909	66.344388	45.796404	45.796404	135.838712	65.540956	46.284989	46.284989	133.852348	66.946881
200	45.417087	45.417087	137.784955	64.459743	45.421511	45.421511	137.668808	64.472303	45.776609	45.776609	136.004929	65.484310
201	46.140283	46.140283	134.082214	66.528928	45.690049	45.690049	136.750251	65.236894	46.311088	46.311088	132.290703	67.022403
202	46.518298	46.518298	131.498559	67.623502	45.019824	45.019824	140.649651	63.337017	46.622080	46.622080	130.967564	67.925572
203	47.136706	47.136706	128.311540	69.433408	46.102310	46.102310	134.175367	66.419467	45.621589	45.621589	136.744434	65.041542
204	46.708273	46.708273	130.400846	68.176960	45.839191	45.839191	134.741116	65.663482	46.595364	46.595364	131.022236	67.847749
205	46.684227	46.684227	131.344363	68.106783	45.158845	45.158845	139.753953	63.728791	47.169799	47.169799	127.411371	69.530936
206	46.521122	46.521122	131.273413	67.631712	45.121050	45.121050	140.381771	63.622162	46.773424	46.773424	130.648415	68.367286
207	46.065716	46.065716	134.872388	66.314070	44.571273	44.571273	142.998799	62.081198	46.574035	46.574035	131.518048	67.785649
208	45.767189	45.767189	136.325165	65.457362	45.515645	45.515645	137.490815	64.739811	45.814603	45.814603	135.450471	65.593058
209	46.461081	46.461081	131.984933	67.457252	45.127439	45.127439	139.871669	63.640178	46.540502	46.540502	131.464012	67.688072
210	46.732792	46.732792	130.554770	68.248558	45.419622	45.419622	137.702627	64.466941	45.724174	45.724174	135.644763	65.334377
211	47.136234	47.136234	128.896620	69.432017	46.664858	46.664858	131.093710	68.050282	47.536308	47.536308	126.142406	70.615643
212	47.492055	47.492055	126.546558	70.484227	47.339457	47.339457	127.368035	70.032007	45.831204	45.831204	135.216612	65.640601
213	46.297430	46.297430	132.848959	66.982876	45.918246	45.918246	135.398757	65.890167	46.427197	46.427197	132.043950	67.358895
214	46.692172	46.692172	130.497843	68.129966	46.050415	46.050415	134.588045	66.270023	46.215229	46.215229	133.397900	66.745232
215	46.349824	46.349824	132.871895	67.134569	46.218191	46.218191	133.643631	66.753786	46.061980	46.061980	134.545761	66.303313
216	47.438856	47.438856	126.122006	70.326408	46.170506	46.170506	133.308007	66.616112	46.268711	46.268711	133.267174	66.899801
217	47.203562	47.203562	128.316905	69.630509	46.582409	46.582409	131.278889	67.810026	45.775946	45.775946	136.365585	65.482414
218	48.308343	48.308343	122.765262	72.928001	46.610811	46.610811	130.942085	67.892740	46.083608	46.083608	133.592373	66.365591
219	47.436166	47.436166	126.262394	70.318434	47.811464	47.811464	124.550346	71.435504	46.528650	46.528650	131.384811	67.653602
220	47.343112	47.343112	126.990918	70.042819	47.774845	47.774845	124.047905	71.326119	46.249761	46.249761	132.835766	66.845012
221	46.808056	46.808056	130.165276	68.468566	46.971465	46.971465	128.724268	68.947453	46.207917	46.207917	133.254302	66.724112
222	46.785594	46.785594	130.106642	68.402870	46.398506	46.398506	131.744501	67.275668	45.856573	45.856573	135.710156	65.713291
223	46.525480	46.525480	131.696823	67.644384	46.940802	46.940802	129.381623	68.857464	45.483079	45.483079	136.966726	64.647203
224	47.317871	47.317871	127.655494	69.968155	46.279339	46.279339	133.780187	66.930537	45.883510	45.883510	135.328618	65.790516
